transaction_id,customer_id,product_id_x,quantity,transaction_date,total_amount,Card_Type,product_id_y,product_name,last_restock_date,product_quantity,unit_price,supplier
07-2508753,18-0956888,,8570.0,20.06.2023,129443,maestro,,Pears - Bartlett,03.10.2023,1942.0,1788.79,Stavro Mauser
66-1561212,64-6974034,98-1624993,9376.0,31.12.2022,123441,china-unionpay,98-1624993,Onions - Pearl,29.01.2023,1884.0,3504.53,Kendrick Pummery
66-0095302,47-7892017,,4769.0,28.11.2022,208260,jcb,,Canada Dry,18.07.2023,8648.0,2915.34,Ange Ablott
46-1140717,69-7353230,29-0711424,2594.0,26.06.2023,98308,mastercard,29-0711424,Wine - Dubouef Macon - Villages,09.10.2023,4682.0,3747.9,Marcie Welton
23-9452229,69-3103309,29-4577948,6236.0,05.08.2023,406858,,29-4577948,Bag Clear 10 Lb,04.06.2023,6173.0,,Allyson Durram
71-3222135,06-2131244,89-9784167,8885.0,05.04.2023,377666,jcb,89-9784167,"Ecolab - Orange Frc, Cleaner",28.03.2023,7308.0,1700.59,Bale Freeth
64-2829638,12-8496617,17-7748948,4395.0,15.08.2023,440581,switch,17-7748948,Walkers Special Old Whiskey,18.12.2022,5760.0,,Sher Thody
90-9003467,65-6829081,15-3213300,1576.0,23.12.2022,13152,jcb,15-3213300,Icecream - Dibs,11.11.2023,2134.0,,Bevan Kleinhandler
54-2706784,93-4895296,,137.0,23.11.2022,149604,instapayment,,Raspberries - Fresh,14.11.2023,7427.0,2832.56,Sydel Coldbathe
10-8094591,22-1008923,83-4968437,,07.08.2023,387186,diners-club-international,83-4968437,Chips Potato All Dressed - 43g,16.10.2023,6339.0,848.38,Lee Hannent
60-7092348,56-6871185,03-1488638,93.0,,439145,americanexpress,03-1488638,Oil - Shortening - All - Purpose,17.08.2023,,3632.3,Ole Rilton
25-7707915,91-2156282,51-8051779,9442.0,01.05.2023,295096,,51-8051779,Oil - Grapeseed Oil,18.04.2023,1748.0,456.42,Di Bonhomme
49-5086256,55-9974947,15-1176019,1600.0,04.02.2023,169013,jcb,15-1176019,"Soup - Knorr, Ministrone",07.04.2023,1738.0,2548.66,Ketty De la Barre
71-1424127,99-3985148,24-1788613,7422.0,07.07.2023,218294,jcb,24-1788613,Turkey Leg With Drum And Thigh,27.03.2023,,3014.96,Cordelia Roxby
98-5013172,56-3166747,53-2951159,9141.0,16.12.2022,598351,jcb,53-2951159,Squash - Butternut,17.09.2023,4999.0,1136.61,Nelie Charter
15-8846005,70-0427647,65-4891466,,12.09.2023,266171,maestro,65-4891466,Syrup - Chocolate,08.07.2023,5842.0,74.22,Pepe Belvin
91-9199810,15-2202052,,5050.0,22.07.2023,215953,,,"Water, Tap",03.08.2023,9922.0,3621.55,Siobhan Cockett
57-6332985,78-4229880,,2626.0,19.09.2023,148038,,,Emulsifier,04.12.2022,6271.0,2426.56,Brose McRobb
62-6729319,80-7612890,,1577.0,09.07.2023,294941,bankcard,,Foil - 4oz Custard Cup,03.12.2022,5724.0,3289.04,Rani Breckin
70-9549967,37-2040093,25-0188898,7655.0,,567069,jcb,25-0188898,Cornish Hen,,1378.0,4257.99,Glynda Winscum
99-3740336,68-9601073,,8531.0,30.11.2022,37505,jcb,,Cream - 35%,22.12.2022,6737.0,4405.75,Marlo Kinch
57-6793669,86-3735956,39-9965195,4004.0,15.05.2023,522920,,39-9965195,Carbonated Water - Orange,27.12.2022,,4150.57,West Antonignetti
09-2837547,02-0131488,65-1778573,,30.03.2023,210143,diners-club-enroute,65-1778573,Bowl 12 Oz - Showcase 92012,15.01.2023,9418.0,,Adria Warbys
51-8299129,26-7529564,37-5534365,9509.0,26.11.2022,25109,jcb,37-5534365,"Pasta - Penne, Rigate, Dry",13.06.2023,589.0,818.99,Garold Beaufoy
88-0725504,93-0675260,93-6179235,8188.0,29.01.2023,360891,bankcard,93-6179235,Paper - Brown Paper Mini Cups,10.06.2023,9364.0,1131.1,Ugo O'Lynn
29-6915943,94-2603300,04-5563503,4093.0,11.10.2023,271332,jcb,04-5563503,Scampi Tail,25.12.2022,,1436.21,Tam Beneteau
18-8226566,10-3698819,67-1632731,2052.0,,464175,,67-1632731,Lamb - Bones,13.10.2023,6448.0,1664.51,Valentine Westwater
81-0322950,91-8484230,43-4963961,6458.0,22.08.2023,242808,americanexpress,43-4963961,Ecolab - Hobart Washarm End Cap,14.03.2023,,407.49,Fidelio Placido
21-5907538,82-3911569,18-7945113,3157.0,07.04.2023,377064,,18-7945113,Cherries - Frozen,05.09.2023,7664.0,4399.56,Ariel Magovern
01-3943610,37-9801340,44-9093385,9916.0,28.08.2023,529885,jcb,44-9093385,"Salmon - Atlantic, Skin On",,9908.0,766.75,Rikki Jakubowsky
61-0080758,24-0097977,,2670.0,01.03.2023,472594,instapayment,,"Seedlings - Buckwheat, Organic",16.04.2023,666.0,3409.46,Jobi Hamblin
60-7084004,59-3574668,61-0561316,,17.02.2023,491012,,61-0561316,Kohlrabi,19.10.2023,9099.0,1322.62,Kizzie Chesworth
12-2239260,90-4069211,50-9334390,8600.0,15.05.2023,324783,americanexpress,50-9334390,Flour - Teff,04.04.2023,7188.0,607.49,Karoline Levesley
72-1263781,80-3302118,58-8191918,6846.0,20.07.2023,38006,diners-club-us-ca,58-8191918,Liners - Baking Cups,,5066.0,1833.2,Luisa Huddleston
83-9944712,63-1106029,50-7954081,8468.0,08.05.2023,390623,jcb,50-7954081,"Vodka - Lemon, Absolut",13.07.2023,101.0,3581.61,Maridel Van Salzberger
33-0772960,75-6507813,26-7160742,3666.0,20.03.2023,35670,jcb,26-7160742,Blueberries,14.09.2023,537.0,1128.0,Christiano Capner
73-9020852,71-1720528,77-7254565,,07.07.2023,254686,solo,77-7254565,Artichokes - Jerusalem,06.11.2023,4484.0,3009.35,Meyer Malkin
07-8329570,60-6895418,43-9461607,431.0,26.03.2023,376467,mastercard,43-9461607,"Rum - Spiced, Captain Morgan",22.12.2022,4749.0,,Waly Todari
51-4179342,60-1453729,,8052.0,24.01.2023,131469,diners-club-international,,Pate - Cognac,31.10.2023,1999.0,1864.82,Clair Wratten
94-7708902,28-1598784,22-6909184,5542.0,10.10.2023,222504,,22-6909184,"Capon - Breast, Double, Wing On",18.06.2023,1066.0,,Borg Emloch
08-3817059,26-5743773,41-2454970,9436.0,10.11.2023,26748,jcb,41-2454970,Cassis,23.01.2023,7856.0,617.48,Korrie Swale
73-2393525,54-4697734,,1464.0,25.03.2023,206211,jcb,,Sping Loaded Cup Dispenser,17.07.2023,,4032.26,Guillermo Kienle
22-8692549,86-8845440,08-4250344,733.0,24.12.2022,243740,jcb,08-4250344,"Tart Shells - Savory, 3",13.07.2023,7497.0,3233.77,Gerianne Jillings
55-5329697,45-9993995,89-7611492,9478.0,17.09.2023,154224,jcb,89-7611492,Tuna - Yellowfin,23.02.2023,5767.0,63.13,Carri Kezar
49-7410044,85-4316388,37-2649500,4457.0,27.04.2023,6339,china-unionpay,37-2649500,Pepper - Yellow Bell,12.08.2023,366.0,1288.88,Penelopa De Vaan
59-3527089,68-7795858,11-6033193,1531.0,30.09.2023,523928,switch,11-6033193,Shiro Miso,22.06.2023,4120.0,3858.19,Ogdan Skade
49-2326683,50-1954725,25-2110071,1485.0,30.04.2023,528,diners-club-international,25-2110071,"Pork - Tenderloin, Frozen",05.10.2023,6543.0,1684.67,Juliane Stedall
31-0107701,25-6039240,26-6189255,4883.0,11.06.2023,172840,switch,26-6189255,Bread - Crusty Italian Poly,07.03.2023,7668.0,4266.64,Quintus Kenrack
22-1189006,81-0732522,83-6540813,4636.0,21.10.2023,440971,jcb,83-6540813,Bread - Triangle White,13.02.2023,2667.0,2538.23,Chic Morriarty
31-4837176,74-5686405,,9011.0,22.12.2022,6719,jcb,,Tobasco Sauce,21.02.2023,3495.0,,Evangelina Outram
37-6731395,33-8795087,45-9222221,,02.01.2023,229853,,45-9222221,"Oranges - Navel, 72",25.03.2023,6979.0,3939.81,Madelina Myrick
82-7779901,61-8505110,24-4997421,7540.0,12.12.2022,339975,switch,24-4997421,Wiberg Cure,02.04.2023,1883.0,2487.93,Tabitha Sankey
68-5162971,17-0299438,46-8262903,8067.0,04.06.2023,198482,,46-8262903,Guava,01.01.2023,3288.0,1146.67,Esmeralda Diament
64-0268400,97-6872601,44-7422256,904.0,09.02.2023,197849,,44-7422256,"Pepper - Paprika, Hungarian",13.12.2022,,1934.6,Morlee Shimmin
72-5024688,82-6037155,28-3309864,705.0,26.10.2023,322270,jcb,28-3309864,"Stock - Beef, White",17.07.2023,1638.0,541.21,Colman De Cristoforo
06-7542485,60-4899046,54-6550713,864.0,,266386,,54-6550713,Asparagus - Frozen,22.10.2023,8693.0,,Drusie Chatel
38-2959958,22-9250476,87-7361213,672.0,,237608,diners-club-carte-blanche,87-7361213,Magnotta - Bel Paese White,31.10.2023,3794.0,2076.8,Janice Patriche
06-8539772,51-8130569,79-2511600,682.0,09.02.2023,353741,diners-club-us-ca,79-2511600,Lidsoupcont Rp12dn,13.10.2023,3993.0,2447.29,Harriet Guyer
52-1947441,72-7080695,76-4571234,9910.0,30.12.2022,241987,solo,76-4571234,Flour - Pastry,11.05.2023,1512.0,1878.17,Killy Potten
32-9282661,58-2237171,33-6600910,9538.0,19.12.2022,241881,americanexpress,33-6600910,Bread - Corn Muffaleta Onion,11.03.2023,5470.0,2064.53,Hector Chipman
88-0281356,27-0355302,92-6455071,8943.0,09.04.2023,139407,,92-6455071,Container - Hngd Cll Blk 7x7x3,03.12.2022,5476.0,3720.39,Scarface Derrick
38-9385674,07-1390263,63-0909399,4657.0,21.04.2023,90713,,63-0909399,Beans - Soya Bean,30.09.2023,202.0,3924.99,Zelig Onion
52-5004814,54-9164956,59-5029963,1279.0,29.01.2023,95236,visa-electron,59-5029963,Cheese - Grie Des Champ,14.02.2023,3140.0,1334.98,Franny Peaple
75-2330153,91-4340045,08-2347689,4966.0,05.09.2023,232567,jcb,08-2347689,Temperature Recording Station,10.01.2023,9886.0,1194.4,Alix Trowill
99-5249897,69-4098290,14-3431594,7452.0,,596692,,14-3431594,Onions - Red,18.12.2022,7614.0,1044.8,Domini Gowans
52-3406672,75-7662666,27-6761296,6017.0,15.10.2023,224778,,27-6761296,Beer - Muskoka Cream Ale,01.03.2023,1060.0,3993.79,Allison Verlander
55-3826699,91-6184621,33-9363075,7631.0,,282025,,33-9363075,Aromat Spice / Seasoning,25.06.2023,3042.0,1875.37,Zelig Ranns
38-1954778,25-3753234,,8998.0,,434997,china-unionpay,,Liners - Baking Cups,18.05.2023,7107.0,811.63,Teodora Nozzolii
31-6593739,91-8744223,93-2324237,7254.0,15.08.2023,356113,,93-2324237,Filo Dough,08.04.2023,5413.0,2820.93,Lorilyn Murrill
31-5046646,36-7521633,59-1523662,9072.0,05.11.2023,238436,maestro,59-1523662,Green Scrubbie Pad H.duty,27.06.2023,1059.0,1574.47,Symon Stening
21-0232609,05-3269599,52-8309870,7250.0,15.08.2023,444030,diners-club-carte-blanche,52-8309870,Muffin Mix - Corn Harvest,26.10.2023,1133.0,,Bria Duke
39-4204353,12-7219215,97-8712993,8851.0,31.03.2023,430844,maestro,97-8712993,Quail - Jumbo Boneless,,4161.0,1115.98,Ree Fosten
93-6907323,23-6901662,91-2632540,8524.0,10.04.2023,233849,,91-2632540,Flour - Strong Pizza,15.04.2023,5554.0,4441.25,Arleta Solan
59-5150514,90-7528223,64-5373523,1871.0,04.03.2023,193625,jcb,64-5373523,Bok Choy - Baby,30.05.2023,,868.66,Serena Hazeldine
23-9313633,93-3752436,,7347.0,09.03.2023,23947,,,"Beans - Fava, Canned",09.05.2023,8611.0,908.19,Wynn Bicksteth
88-2775040,30-0326927,58-9855556,5100.0,02.05.2023,188295,visa,58-9855556,Yoplait - Strawbrasp Peac,,9111.0,2136.7,Sada Breffit
00-2736746,11-6213537,38-8713567,9078.0,08.05.2023,396960,,38-8713567,Cookies Almond Hazelnut,07.01.2023,8864.0,3732.33,Sallee Sheivels
94-3041515,13-4282312,80-8780967,1724.0,09.11.2023,394424,,80-8780967,Sausage - Meat,06.07.2023,2063.0,4036.29,Piotr Minear
24-0979002,14-4791384,03-2079252,9572.0,10.02.2023,10255,,03-2079252,"Pasta - Bauletti, Chicken White",27.11.2022,3283.0,341.91,Afton Griffithe
26-1192882,94-3394892,06-7065719,8419.0,,88200,maestro,06-7065719,Sprouts - Baby Pea Tendrils,27.05.2023,9190.0,2012.44,Ringo Renny
61-8583734,18-7544209,10-8154470,8477.0,27.07.2023,88972,jcb,10-8154470,"Asparagus - White, Canned",,,,Arlina Bazell
46-2727146,46-5594399,,8556.0,02.08.2023,97948,,,Cheese - Gouda Smoked,13.07.2023,8373.0,310.5,Aldus MacMeekan
71-0368662,23-3814842,48-1800722,290.0,10.08.2023,490675,americanexpress,48-1800722,Island Oasis - Cappucino Mix,,6507.0,3950.97,Tristam Scrooby
30-0090987,77-5679620,50-0607823,3828.0,03.03.2023,314008,jcb,50-0607823,Wine - Chianti Classica Docg,12.04.2023,6343.0,3179.39,Alanson d' Elboux
79-2186726,95-4686976,05-9880540,,04.02.2023,359372,jcb,05-9880540,Longos - Chicken Wings,10.06.2023,6519.0,3242.41,Rupert Burles
55-8930669,56-5922707,07-4880076,4315.0,03.10.2023,51808,laser,07-4880076,Wine - Charddonnay Errazuriz,22.03.2023,4537.0,3181.24,Elia Walbrook
21-3860995,73-0946992,,877.0,18.10.2023,493172,visa-electron,,Brandy Cherry - Mcguinness,02.03.2023,6479.0,,Kane Andrzejczak
18-1179746,25-0370248,56-7489657,3245.0,22.04.2023,561489,americanexpress,56-7489657,Sprouts - Baby Pea Tendrils,14.02.2023,9782.0,1331.71,Skipp Bowle
03-2088273,88-2716279,30-6683390,6013.0,23.08.2023,466152,,30-6683390,Scotch - Queen Anne,11.08.2023,7870.0,1326.72,Hildy Abby
63-5612534,22-4183320,47-0168605,2509.0,03.06.2023,384112,,47-0168605,Butter - Pod,14.11.2023,7342.0,505.56,Hermy Bosch
93-1777455,99-7517823,05-1262896,,23.07.2023,202346,,05-1262896,Bread - White Epi Baguette,01.12.2022,1020.0,,Claudianus Vint
24-8036222,46-4771866,,6320.0,15.09.2023,399465,,,Tea - Green,12.01.2023,9512.0,603.89,Sosanna Lakin
52-8891952,28-2911237,85-8224607,3141.0,,546469,,85-8224607,Lobak,16.02.2023,57.0,1307.9,Theresina Fasham
15-7818002,07-1003636,09-3787917,5077.0,25.08.2023,356765,mastercard,09-3787917,Wine - Vouvray Cuvee Domaine,29.12.2022,4662.0,1306.43,Roanne Ackermann
73-7700919,03-5390532,18-2649493,936.0,26.05.2023,149122,diners-club-carte-blanche,18-2649493,Beef - Ox Tongue,24.10.2023,8367.0,1166.72,Carly Alenichev
55-5937798,04-6843516,,1631.0,08.04.2023,279897,visa,,Juice - Cranberry 284ml,12.03.2023,4592.0,3513.91,Charles Keam
11-2185480,92-6901093,85-7746618,8867.0,19.10.2023,427038,mastercard,85-7746618,Wine - Chablis 2003 Champs,13.09.2023,9420.0,2595.0,Garrot Nelligan
57-1888150,22-4807691,79-6472438,1508.0,09.10.2023,35761,maestro,79-6472438,Pepper - Chilli Seeds Mild,17.03.2023,2481.0,3038.44,Alethea Tollady
25-6173075,78-4468080,04-6152135,198.0,23.02.2023,125760,maestro,04-6152135,Chips Potato Salt Vinegar 43g,19.12.2022,,1955.53,Blinni Sentance
59-0607716,53-3644386,01-9689180,4273.0,09.07.2023,341242,mastercard,01-9689180,Potatoes - Idaho 80 Count,23.03.2023,3512.0,,Lock Huxter
43-2610342,54-7834273,00-4422004,7802.0,17.01.2023,138936,diners-club-us-ca,00-4422004,Dry Ice,03.06.2023,4876.0,111.89,Robinette Jatczak
64-7481662,35-8776336,23-5699147,2738.0,11.05.2023,451730,jcb,23-5699147,Wine - Rioja Campo Viejo,18.09.2023,9558.0,4388.08,Hattie Grenshields
86-1450120,18-9822496,72-7826949,7915.0,21.02.2023,583154,jcb,72-7826949,"Wine - White, Antinore Orvieto",27.12.2022,2268.0,325.89,Waverly Gurr
73-1974643,88-0994631,77-7508661,1505.0,05.03.2023,35012,jcb,77-7508661,Wine - Shiraz South Eastern,08.07.2023,8475.0,3159.95,Rinaldo Grishanov
68-0432923,91-2766620,75-1680801,4608.0,,521379,mastercard,75-1680801,Cheese - Gouda,04.10.2023,,,Luciano Arrigucci
58-6139127,13-3904500,13-7485881,728.0,26.07.2023,228948,jcb,13-7485881,Cheese - Colby,,2550.0,2886.55,Wyndham Bernt
63-2020622,15-6276156,22-1115952,,23.11.2022,184711,,22-1115952,Flour - Chickpea,11.08.2023,7321.0,628.89,Steffen Salvin
21-7383385,68-3174153,36-5217469,7452.0,11.05.2023,515465,jcb,36-5217469,Sage - Rubbed,18.06.2023,6082.0,1964.26,Hally Coventon
77-7194267,17-6192943,14-0565821,,29.06.2023,213259,,14-0565821,Cactus Pads,01.10.2023,4837.0,3432.5,Haywood Arne
15-7768156,37-1784504,74-3978030,984.0,06.10.2023,65834,laser,74-3978030,Cup - Paper 10oz 92959,17.04.2023,3164.0,,Chelsey Morewood
66-4467862,07-4363270,65-8113385,9403.0,09.03.2023,310181,americanexpress,65-8113385,"Soup - Knorr, Chicken Gumbo",30.06.2023,4554.0,4241.74,Joseito Clamp
87-4101255,60-2331491,15-5208836,500.0,07.03.2023,343596,jcb,15-5208836,Flour Pastry Super Fine,30.05.2023,,1026.3,Miles Durnan
42-6183451,80-5989770,26-9137228,8254.0,28.11.2022,44253,switch,26-9137228,Rice - Aborio,11.04.2023,3823.0,2803.28,Cirilo Pennells
55-2495618,39-3087365,29-0355415,2895.0,19.08.2023,41343,diners-club-carte-blanche,29-0355415,Appetizer - Asian Shrimp Roll,23.07.2023,8483.0,1647.55,Rowland Sigars
42-5160372,82-4799452,,6767.0,,262303,switch,,Crab Brie In Phyllo,05.05.2023,53.0,2428.06,Ellen Osler
06-6624391,03-3937479,47-4043759,3539.0,20.08.2023,431190,jcb,47-4043759,Sprouts - Onion,19.07.2023,5647.0,,Kore Balderson
88-1122586,36-7796937,92-5431184,3915.0,14.07.2023,598048,jcb,92-5431184,Bulgar,11.11.2023,593.0,4220.4,Zoe Walczak
60-9445936,04-0356486,02-7019092,9287.0,09.01.2023,17417,instapayment,02-7019092,"Mushroom - Oyster, Fresh",,,93.45,Jameson Brugden
66-1544369,73-6325207,38-5320070,6060.0,03.10.2023,225542,jcb,38-5320070,Shrimp - Black Tiger 8 - 12,18.04.2023,7346.0,1027.67,Jefferson Grestye
80-9443792,76-7551721,27-3041673,2895.0,05.12.2022,277960,mastercard,27-3041673,"Vermouth - White, Cinzano",04.02.2023,1210.0,3771.9,Tasia Applegate
56-7145874,66-1646341,,,19.04.2023,21730,,,Mustard - Seed,,1972.0,1947.11,Kellia Plumbley
70-0838911,93-0239383,26-3388138,630.0,14.11.2023,513213,jcb,26-3388138,"Capon - Breast, Double, Wing On",15.05.2023,3179.0,2429.08,Jamison Shippey
52-1853054,73-7032560,52-6422333,2475.0,25.07.2023,365987,,52-6422333,Clam Nectar,01.03.2023,4512.0,909.15,Branden Bowgen
21-1158160,89-4841343,66-2130404,8358.0,22.01.2023,23870,,66-2130404,Cake - French Pear Tart,10.01.2023,2354.0,3625.34,Zelig Albrook
44-2485100,22-6404678,66-5112083,4923.0,20.10.2023,146950,jcb,66-5112083,Ostrich - Prime Cut,09.08.2023,3414.0,3697.5,Quinn Couve
98-2213005,47-3175412,26-2688707,6644.0,,310314,,26-2688707,Longos - Lasagna Beef,18.12.2022,2398.0,3238.88,Sharon Yude
38-7993998,19-9131889,,3798.0,21.11.2022,589742,jcb,,Ham - Cooked,30.10.2023,5583.0,1768.73,Ellis Aires
25-4295885,56-6296429,53-4610660,6952.0,19.08.2023,466978,,53-4610660,Dried Cherries,28.02.2023,458.0,1800.22,Reggie Kirkby
72-8639105,15-6416893,06-7555570,3472.0,,462447,visa-electron,06-7555570,Tea - Green,23.08.2023,9290.0,3005.3,Lebbie Gudde
92-1460552,38-6190693,37-8712400,9522.0,29.01.2023,141872,bankcard,37-8712400,"Pasta - Bauletti, Chicken White",22.12.2022,,2801.02,Walker Conyard
19-8940527,96-7578465,,,28.05.2023,81146,diners-club-international,,Wine - George Duboeuf Rose,02.04.2023,3895.0,1100.45,Carley Lesser
84-6454272,64-9159488,51-5028473,3069.0,22.03.2023,197925,diners-club-international,51-5028473,Sobe - Tropical Energy,,7278.0,2587.05,Goober Gaughan
02-9678676,79-1349768,64-8259728,8780.0,11.04.2023,145085,,64-8259728,Appetizer - Seafood Assortment,08.01.2023,4843.0,3065.25,Terrie Lyosik
35-7321889,27-8657696,13-4047271,9378.0,11.10.2023,91245,jcb,13-4047271,"Soup - Beef, Base Mix",02.12.2022,1550.0,4092.53,Meris Starsmore
71-2021315,05-1708627,27-9769309,,31.03.2023,138835,instapayment,27-9769309,Soup - Chicken And Wild Rice,11.01.2023,7823.0,2162.37,Welsh Blomfield
65-3582570,84-5681372,,8185.0,13.09.2023,205582,jcb,,"Beans - Navy, Dry",22.09.2023,4426.0,285.17,Rockwell LeEstut
97-8395822,72-6448982,13-3300699,,16.07.2023,327801,,13-3300699,Goulash Seasoning,04.11.2023,2692.0,535.5,Dolley Curee
36-1136088,48-5456231,71-8845850,1189.0,06.12.2022,93695,bankcard,71-8845850,"Soup - Knorr, Classic Can. Chili",19.10.2023,4229.0,1409.4,Elka Pirkis
56-9609417,16-8600398,21-6274807,4734.0,13.12.2022,396868,solo,21-6274807,Wine - Vouvray Cuvee Domaine,09.04.2023,1422.0,3309.97,Meagan Ready
46-9225268,64-4908447,,454.0,25.08.2023,378699,jcb,,Dome Lid Clear P92008h,20.11.2022,5720.0,4377.62,Manolo Loudon
20-6085411,83-2391372,44-1474592,981.0,,352107,diners-club-international,44-1474592,Carbonated Water - Blackcherry,05.12.2022,5823.0,412.98,Teddy Dable
14-1244073,17-1709750,,,26.05.2023,3910,diners-club-enroute,,Flour - Teff,17.10.2023,5394.0,3482.73,Harris Brothwell
88-9276613,48-5655318,64-5833058,7424.0,11.07.2023,181587,americanexpress,64-5833058,Wine - Lou Black Shiraz,28.02.2023,7530.0,2731.69,Roxie Islip
60-4188464,48-7267534,,7191.0,02.05.2023,562801,china-unionpay,,"Yogurt - Cherry, 175 Gr",21.01.2023,5545.0,1651.84,Lev Billion
26-9537593,74-7073442,82-5484309,831.0,17.02.2023,252544,jcb,82-5484309,Cactus Pads,23.01.2023,2287.0,,Magdalen Bastin
61-0607468,33-7471023,,6600.0,20.05.2023,126863,jcb,,Mushroom Morel Fresh,27.09.2023,3305.0,3262.34,Blinnie Brewett
99-0067851,71-7801230,40-2002940,4310.0,23.11.2022,324255,jcb,40-2002940,Onions - Green,,2336.0,3248.74,Silas Bennit
35-1795591,50-3846422,07-2705863,83.0,22.08.2023,102937,jcb,07-2705863,Croissants Thaw And Serve,,9602.0,199.25,Nixie Lautie
87-6471428,07-6745723,81-5737001,5864.0,13.09.2023,392830,jcb,81-5737001,"Wine - White, Ej",10.05.2023,7414.0,813.06,Yevette Richemont
85-2564088,02-4540749,49-4442573,7337.0,01.01.2023,373388,maestro,49-4442573,Bread Crumbs - Japanese Style,28.01.2023,743.0,632.62,Yolanthe Ellick
32-2969289,45-1861568,40-1070044,964.0,28.08.2023,293404,,40-1070044,Chips Potato Reg 43g,,5948.0,3894.72,Richmond Abbie
38-6442526,82-9290550,84-9053189,6206.0,07.08.2023,302150,diners-club-us-ca,84-9053189,"Pork - Tenderloin, Fresh",29.09.2023,3879.0,3127.45,Addison Bleibaum
04-8138562,12-4997984,69-6910834,,06.04.2023,37921,americanexpress,69-6910834,"Bread - Roll, Italian",25.08.2023,9612.0,1644.97,Midge Kubalek
21-1842890,83-7482544,60-6250316,208.0,05.11.2023,87264,,60-6250316,Beer - Pilsner Urquell,25.10.2023,4581.0,678.18,Derick Bowton
01-7146959,46-6689502,,7034.0,,368629,china-unionpay,,Curry Powder Madras,03.12.2022,,99.22,Hilary Gouinlock
11-1324984,52-5477315,,8970.0,17.04.2023,42290,jcb,,Red Cod Fillets - 225g,24.03.2023,7250.0,2255.9,Beckie Costell
10-5421121,86-7161067,,4395.0,13.12.2022,337097,visa-electron,,"Oranges - Navel, 72",30.09.2023,7279.0,758.24,Barnabas Kahane
43-8291679,35-4028597,70-5017442,191.0,23.04.2023,594950,,70-5017442,Vacuum Bags 12x16,13.06.2023,8421.0,,Sarette Seabridge
72-4438883,58-5960658,83-4576901,9660.0,,450235,china-unionpay,83-4576901,Carbonated Water - Strawberry,21.07.2023,8741.0,947.57,Ali Gothup
80-6305301,66-6872104,66-8246347,2669.0,,148153,bankcard,66-8246347,Rosemary - Fresh,03.03.2023,9132.0,2593.63,Evangeline Burlingham
78-3268468,60-7537890,51-6706198,6784.0,,576835,jcb,51-6706198,Fennel - Seeds,29.10.2023,169.0,860.15,Avie Rimour
59-5751355,18-4898456,15-5303883,9656.0,06.07.2023,203639,jcb,15-5303883,Sugar - Crumb,26.11.2022,6183.0,4114.06,Hyacinthe Serotsky
42-9781754,56-5686998,67-9089941,6564.0,,209663,,67-9089941,Onions - Green,31.05.2023,4893.0,2799.36,Lionello Spiaggia
70-2079657,68-1703983,66-2813859,,06.08.2023,382991,mastercard,66-2813859,Wine - Riesling Dr. Pauly,24.10.2023,6434.0,1206.64,Niki Rosenstock
34-7818392,15-6199573,79-7897107,6125.0,09.08.2023,107804,jcb,79-7897107,"Soup - French Onion, Dry",23.06.2023,2700.0,1117.92,Oralee Greaterex
66-4841378,02-6873556,38-1241370,1383.0,09.03.2023,597566,diners-club-us-ca,38-1241370,"Wine - Red, Marechal Foch",26.07.2023,1075.0,264.56,Torrin Rushe
47-3915609,55-8026408,57-2850504,1911.0,31.03.2023,420904,diners-club-international,57-2850504,Chef Hat 25cm,04.08.2023,7556.0,4273.68,Lenard Pfeffer
59-2035086,78-4075683,08-5936325,2532.0,27.01.2023,185032,switch,08-5936325,Ice Cream - Super Sandwich,11.05.2023,9703.0,185.96,Malinde Ghilardi
34-1766730,56-3792340,20-5721412,7561.0,16.07.2023,595436,jcb,20-5721412,Foie Gras,25.10.2023,3710.0,819.19,Salome Buddle
23-8365658,18-0504723,74-1719994,8778.0,29.05.2023,210676,diners-club-enroute,74-1719994,Veal - Liver,22.06.2023,5395.0,4475.98,Skip Knotton
55-7491420,35-6398471,53-7742537,1715.0,01.01.2023,383904,visa-electron,53-7742537,Cheese Cloth,14.06.2023,,2052.84,Grier Harston
68-5312555,89-3407392,91-9169284,9340.0,03.10.2023,236420,,91-9169284,Beef - Tenderloin - Aa,08.03.2023,9292.0,1566.22,Cami Giacoboni
35-4320681,15-4314362,34-5462752,3651.0,25.07.2023,43790,jcb,34-5462752,"Stock - Veal, White",09.06.2023,6164.0,2512.07,Gwendolen Lune
88-4048684,84-5541743,60-7010283,7069.0,18.11.2023,140375,jcb,60-7010283,"Pepper - Chipotle, Canned",06.09.2023,1860.0,1061.0,Cinda Millington
73-7132206,90-5908728,50-5987942,3192.0,08.07.2023,17907,jcb,50-5987942,Snapple Raspberry Tea,24.07.2023,392.0,,Stace Bury
62-5117802,10-6002169,17-9913826,7010.0,09.11.2023,393908,jcb,17-9913826,Goldschalger,,9589.0,1824.79,Augusto Adamoli
79-3326069,73-8954630,75-0563463,5017.0,02.06.2023,579300,jcb,75-0563463,"Mushroom - Oyster, Fresh",11.12.2022,2724.0,4177.54,Cele Drivers
03-0240934,81-3785259,93-1483822,8899.0,04.08.2023,540503,switch,93-1483822,Bread - Olive,19.10.2023,5999.0,1746.94,Yoshi D'Alesco
54-8859193,54-6408709,35-0653654,1251.0,09.11.2023,529336,jcb,35-0653654,Bread Base - Italian,02.02.2023,9288.0,3246.37,Peterus Arnholtz
